Date,State,County,BEVCount,PHEVCount,EVTotal,NonEVTotal
2021-07-31,WA,Mason,216,139,355,48095
2017-03-31,WA,Yakima,36,50,86,159228
2022-06-30,WA,Ferry,19,4,23,4409
2021-10-31,WA,Whatcom,4,0,4,43778
2018-08-31,WA,Benton,0,0,0,41231
2021-01-31,CA,Los Angeles,10,11,21,927
2021-01-31,WA,Grays Harbor,133,126,259,48779
2021-12-31,WA,Wahkiakum,17,10,27,3082
2021-02-28,WA,Spokane,923,560,1483,321417
2022-08-31,WA,Ferry,0,0,0,3585
2020-05-31,WA,Yakima,0,0,0,59572
2018-04-30,WA,Benton,178,188,366,130946
2017-10-31,WA,Franklin,31,49,80,56508
2021-12-31,WA,Spokane,0,0,0,102792
2022-09-30,WA,Skagit,6,0,6,32229
2021-03-31,WA,Whatcom,4,0,4,43783
2023-03-31,WA,Grant,8,0,8,28019
2019-11-30,WA,Jefferson,0,0,0,9654
2020-03-31,WA,Yakima,0,0,0,59596
2022-01-31,WA,San Juan,482,151,633,14173
2018-01-31,WA,Skamania,11,8,19,8608
2018-03-31,WA,Pierce,1126,1053,2179,527857
2017-08-31,CA,Santa Clara,5,2,7,393
2023-03-31,WA,Kittitas,325,94,419,29410
2017-04-30,WA,San Juan,0,0,0,5551
2019-04-30,WA,Whitman,0,0,0,8517
2021-12-31,WA,Asotin,0,0,0,6755
2022-06-30,WA,Lewis,0,0,0,26412
2017-02-28,WA,Skagit,1,0,1,31404
2018-08-31,WA,Whitman,0,0,0,8505
2017-06-30,WA,Snohomish,1793,903,2696,513181
2017-11-30,WA,San Juan,126,41,167,13785
2022-10-31,WA,Walla Walla,3,0,3,13949
2023-07-31,WA,Wahkiakum,27,17,44,2972
2021-06-30,WA,Thurston,0,0,0,56575
2022-04-30,CA,Marin,0,1,1,30
2021-04-30,WA,Pend Oreille,14,5,19,9302
2020-03-31,WA,Stevens,33,33,66,31263
2018-08-31,WA,Stevens,0,0,0,18676
2018-02-28,WA,Whitman,18,21,39,22530
2019-09-30,WA,Walla Walla,59,63,122,36254
2019-07-31,WA,Walla Walla,0,0,0,13617
2017-06-30,WA,Douglas,34,26,60,26716
2018-12-31,WA,Cowlitz,72,94,166,72436
2020-11-30,CA,El Dorado,1,0,1,33
2017-06-30,WA,Chelan,67,37,104,52044
2023-04-30,WA,Kittitas,328,95,423,29339
2023-06-30,WA,San Juan,616,172,788,13654
2019-11-30,WA,Pacific,29,30,59,16115
2022-11-30,WA,Island,922,394,1316,61562
2018-06-30,WA,Clark,1009,719,1728,307969
2018-06-30,CA,Contra Costa,0,1,1,452
2017-05-31,WA,Grays Harbor,0,0,0,19898
2022-09-30,WA,King,241,2,243,179679
2021-10-31,CA,Fresno,1,0,1,160
2020-12-31,WA,Douglas,0,0,0,12494
2017-04-30,CA,Los Angeles,3,1,4,1345
2018-10-31,WA,Lewis,0,0,0,25611
2018-02-28,WA,Yakima,0,0,0,58125
2020-04-30,WA,Adams,0,0,0,5206
2023-02-28,WA,Columbia,0,0,0,1574
2020-03-31,CA,Santa Cruz,1,0,1,37
2020-06-30,WA,Clark,0,0,0,82225
2020-09-30,WA,Garfield,0,1,1,1348
2022-12-31,WA,Columbia,0,0,0,1587
2017-05-31,WA,Grays Harbor,31,30,61,44516
2022-12-31,WA,Garfield,1,3,4,1313
2018-06-30,CA,Santa Clara,7,0,7,375
2022-07-31,WA,Clark,9,0,9,82552
2022-02-28,WA,Stevens,0,0,0,18976
2020-12-31,WA,Kitsap,1556,756,2312,179832
2019-10-31,WA,Kitsap,1,0,1,54352
2017-09-30,WA,King,7,1,8,186365
2018-08-31,WA,Ferry,2,2,4,4420
2019-06-30,WA,Stevens,19,31,50,31694
2022-02-28,CA,Kings,2,1,3,311
2017-02-28,WA,Clark,695,434,1129,297935
2017-11-30,WA,Spokane,1,0,1,91421
2022-09-30,WA,Columbia,8,0,8,2439
2020-10-31,WA,Klickitat,0,0,0,8088
2017-03-31,WA,Wahkiakum,0,2,2,2849
2021-04-30,CA,Ventura,1,1,2,265
2018-02-28,CA,Los Angeles,5,3,8,1192
2018-04-30,WA,Skamania,0,0,0,3922
2019-02-28,WA,Island,0,0,0,21171
2019-09-30,CA,Orange,7,3,10,513
2023-02-28,WA,Klickitat,4,0,4,8261
2022-08-31,CA,Marin,0,1,1,27
2021-11-30,CA,Santa Cruz,1,0,1,22
2017-07-31,WA,Ferry,0,0,0,3526
2017-03-31,WA,Pierce,876,784,1660,526368
2019-07-31,WA,Columbia,2,2,4,2454
2018-08-31,WA,Columbia,0,0,0,1535
2019-01-31,WA,Pacific,0,0,0,7615
2019-04-30,WA,Jefferson,187,118,305,24901
2018-02-28,WA,Grays Harbor,0,0,0,20115
2022-09-30,WA,Clark,19,0,19,82316
2019-05-31,CA,Shasta,1,0,1,42
2018-06-30,CA,Los Angeles,7,4,11,1150
2018-02-28,WA,Jefferson,0,0,0,9511
2019-11-30,WA,Whatcom,2,0,2,43148
2018-02-28,WA,Garfield,1,0,1,1323
2021-01-31,WA,Pierce,2963,1790,4753,555715
2022-01-31,WA,King,14,1,15,182672
2022-10-31,WA,Whitman,103,65,168,21978
2020-08-31,WA,Skamania,31,22,53,8376
2019-04-30,WA,Walla Walla,46,57,103,36137
2018-05-31,WA,Pend Oreille,4,5,9,9508
2017-05-31,WA,Adams,0,0,0,5079
2022-03-31,CA,Orange,4,2,6,362
2018-02-28,WA,Adams,0,0,0,5139
2023-05-31,WA,Walla Walla,215,115,330,35196
2021-02-28,WA,Wahkiakum,8,6,14,3045
2022-08-31,WA,Spokane,10,0,10,102018
2020-05-31,WA,Pierce,0,0,0,141318
2017-05-31,WA,Snohomish,1739,867,2606,512625
2021-08-31,WA,Lewis,181,151,332,59647
2022-07-31,WA,Skagit,5,0,5,32300
2022-08-31,WA,Lewis,0,0,0,26330
2021-08-31,CA,Sonoma,0,1,1,82
2020-05-31,CA,Kern,0,1,1,225
2019-05-31,WA,Yakima,94,104,198,165012
2018-03-31,WA,Ferry,1,3,4,4404
2017-03-31,WA,Pacific,0,0,0,7480
2022-04-30,CA,Fresno,1,0,1,142
2020-09-30,CA,San Francisco,2,1,3,89
2018-12-31,WA,Walla Walla,41,52,93,36097
2022-08-31,WA,Snohomish,8928,2595,11523,531276
2022-12-31,WA,Skamania,89,52,141,8114
2019-11-30,CA,Kern,0,1,1,220
2022-08-31,WA,Okanogan,88,48,136,26317
2023-07-31,WA,Jefferson,12,0,12,9094
2019-02-28,WA,Douglas,0,0,0,12166
2022-10-31,WA,Snohomish,9424,2670,12094,531029
2022-08-31,WA,Douglas,141,60,201,28384
2018-11-30,WA,Adams,0,0,0,5160
2017-07-31,WA,Clallam,0,0,0,21043
2017-09-30,WA,Pend Oreille,3,4,7,9371
2017-12-31,CA,Alameda,0,1,1,352
2022-04-30,CA,Alameda,4,0,4,192
2020-12-31,WA,Franklin,85,83,168,61368
2020-07-31,WA,King,7,1,8,182955
2018-07-31,WA,Island,0,0,0,20994
2018-12-31,WA,Pacific,0,0,0,7614
2021-04-30,CA,Santa Clara,8,2,10,260
2021-01-31,WA,Yakima,178,129,307,167569
2023-02-28,WA,Spokane,2041,983,3024,323909
2017-04-30,WA,Klickitat,22,23,45,14768
2020-04-30,WA,Yakima,129,115,244,165261
2023-05-31,CA,San Bernardino,2,1,3,245
2021-05-31,WA,Benton,504,385,889,136106
2023-03-31,WA,Lewis,295,191,486,58567
2022-06-30,CA,San Diego,15,11,26,2238
2023-07-31,WA,Whitman,5,0,5,8455
2017-11-30,WA,Clark,840,558,1398,303188
2020-03-31,WA,Cowlitz,0,0,0,28852
2017-09-30,WA,Wahkiakum,0,0,0,1667
2018-07-31,WA,Cowlitz,0,0,0,28560
2021-06-30,WA,Grays Harbor,0,0,0,21450
2018-03-31,WA,Walla Walla,0,0,0,13311
2018-08-31,WA,Wahkiakum,1,1,2,2961
2017-01-31,WA,Kitsap,1,0,1,52380
2019-05-31,CA,Placer,1,0,1,105
2018-06-30,WA,Pierce,0,0,0,137831
2019-06-30,WA,Douglas,0,0,0,12182
2021-08-31,CA,Santa Clara,8,2,10,243
2020-02-29,CA,San Joaquin,1,0,1,135
2017-12-31,WA,Stevens,0,0,0,18379
2020-10-31,WA,Columbia,0,0,0,1532
2022-04-30,WA,Pierce,3,0,3,143016
2018-04-30,WA,Thurston,0,0,0,54065
2022-08-31,WA,Pend Oreille,0,0,0,5635
2021-02-28,WA,Wahkiakum,0,0,0,1782
2018-08-31,WA,Garfield,0,0,0,956
2019-10-31,WA,Cowlitz,112,106,218,73568
2019-02-28,WA,Okanogan,0,0,0,16468
2019-03-31,CA,Kern,0,1,1,225
2018-03-31,WA,Pierce,0,0,0,137102
2018-02-28,CA,Contra Costa,0,1,1,469
2020-01-31,CA,Santa Cruz,1,0,1,34
2017-08-31,WA,Grays Harbor,37,37,74,44965
2019-08-31,WA,Whitman,0,0,0,8627
2020-07-31,CA,Fresno,1,0,1,175
2022-06-30,WA,Island,818,379,1197,61948
2018-07-31,CA,Los Angeles,7,4,11,1140
2022-05-31,WA,Wahkiakum,0,0,0,1805
2023-07-31,WA,Wahkiakum,3,0,3,1728
2022-11-30,WA,Douglas,2,0,2,12811
2023-03-31,WA,Klickitat,6,0,6,8273
2022-09-30,WA,Lewis,1,0,1,26365
2019-01-31,WA,Asotin,0,0,0,6645
2022-06-30,WA,Kitsap,4,0,4,53663
2023-04-30,CA,Ventura,2,1,3,194
2023-07-31,CA,Marin,0,1,1,26
2017-08-31,WA,Snohomish,1847,942,2789,513730
2023-02-28,WA,Clallam,504,272,776,49281
2017-08-31,WA,Wahkiakum,0,2,2,2834
2019-11-30,CA,Tuolumne,0,1,1,11
2018-02-28,WA,Adams,5,4,9,12458
2018-03-31,WA,Lewis,0,0,0,25255
2020-01-31,WA,Grays Harbor,105,105,210,48505
2020-06-30,CA,Solano,1,0,1,209
2017-11-30,WA,Pacific,15,11,26,15334
2021-12-31,WA,Grant,137,98,235,66973
2019-09-30,WA,Snohomish,0,0,0,122968
2022-09-30,WA,Clark,4480,1890,6370,315618
2019-12-31,WA,Wahkiakum,4,3,7,3041
2019-03-31,WA,Wahkiakum,1,1,2,3008
2022-07-31,CA,Santa Cruz,1,0,1,21
2023-02-28,WA,San Juan,580,172,752,13878
2022-10-31,WA,Grant,2,0,2,28024
2019-08-31,WA,Ferry,0,0,0,3579
2023-03-31,WA,Snohomish,134,0,134,121787
2022-07-31,WA,Spokane,8,0,8,102044
2023-01-31,WA,San Juan,9,0,9,5904
2018-09-30,WA,Wahkiakum,1,1,2,2980
2018-08-31,WA,Okanogan,10,20,30,26065
2019-09-30,CA,Kern,0,1,1,217
2023-01-31,WA,Skamania,93,53,146,8110
2021-03-31,CA,Alameda,3,0,3,251
2017-10-31,WA,Adams,0,0,0,5135
2020-05-31,WA,Snohomish,0,0,0,123364
2020-07-31,WA,Klickitat,0,0,0,8117
2021-06-30,WA,Asotin,20,17,37,12728
2017-01-31,WA,Cowlitz,51,44,95,69109
2022-02-28,CA,San Joaquin,1,1,2,89
2021-09-30,WA,Skagit,1,0,1,32933
2019-12-31,WA,Klickitat,46,38,84,15674
2019-05-31,WA,San Juan,207,71,278,14357
2021-05-31,WA,Columbia,6,3,9,2476
2022-08-31,WA,Garfield,1,3,4,1322
2019-04-30,CA,San Mateo,2,1,3,122
2019-03-31,WA,Jefferson,179,118,297,24880
2019-02-28,WA,Grant,0,0,0,26315
2017-07-31,WA,Garfield,0,0,0,1296
2017-05-31,WA,Kitsap,595,302,897,172845
2022-11-30,CA,San Diego,17,10,27,2066
2023-07-31,WA,Columbia,10,1,11,2365
2020-12-31,WA,Klickitat,0,0,0,8088
2017-12-31,WA,Lewis,54,40,94,56571
2020-02-29,WA,Franklin,0,0,0,19897
2018-05-31,CA,San Mateo,1,1,2,134
2023-01-31,WA,Whatcom,37,0,37,42986
2017-08-31,WA,Skamania,10,7,17,8571
2023-06-30,WA,Island,32,0,32,20856
2021-11-30,CA,Sonoma,0,1,1,82
2020-11-30,WA,Pierce,2759,1756,4515,554918
2019-02-28,WA,Whitman,25,40,65,22756
2019-02-28,CA,San Diego,9,3,12,2628
2017-07-31,WA,Yakima,0,0,0,57469
2022-01-31,WA,Chelan,0,0,0,23062
2021-04-30,WA,Grays Harbor,0,0,0,21415
2020-12-31,WA,Stevens,0,0,0,18716
2021-08-31,WA,Thurston,0,0,0,56421
2018-04-30,WA,Whatcom,2,0,2,42122
2020-08-31,WA,Grant,66,75,141,65404
2020-02-29,WA,Skamania,0,0,0,4102
2017-12-31,WA,Yakima,59,75,134,162075
2019-06-30,CA,Solano,1,0,1,211
2022-06-30,WA,Lincoln,8,18,26,7710
2017-10-31,WA,Whatcom,2,0,2,41876
2021-12-31,WA,Adams,0,0,0,5419
2019-11-30,WA,Lincoln,0,0,0,4695
2018-01-31,WA,King,11619,4878,16497,1370831
2020-11-30,WA,Whitman,51,44,95,21963
2021-01-31,CA,Contra Costa,3,3,6,278
2018-03-31,CA,Santa Clara,6,1,7,377
2017-10-31,WA,Lewis,0,0,0,25209
2022-03-31,WA,Pend Oreille,0,0,0,5689
2018-07-31,WA,Benton,193,197,390,131733
2021-07-31,WA,Clallam,341,220,561,50460
2017-09-30,WA,Whitman,12,22,34,22193
2018-06-30,WA,Wahkiakum,1,2,3,2915
2017-04-30,WA,Skagit,1,0,1,31395
2020-05-31,WA,Chelan,0,0,0,22434
2022-06-30,WA,Stevens,0,0,0,18951
2017-07-31,WA,Island,0,0,0,20500
2017-06-30,WA,Whitman,0,0,0,8429
2018-10-31,WA,Snohomish,2637,1378,4015,525955
2021-09-30,WA,Cowlitz,0,1,1,29037
2020-11-30,WA,Lewis,0,0,0,26547
2023-05-31,WA,Klickitat,11,0,11,8198
2019-12-31,WA,Wahkiakum,0,0,0,1754
2020-02-29,WA,Garfield,0,1,1,1349
2019-12-31,WA,San Juan,0,0,0,5935
2019-12-31,CA,Solano,1,0,1,207
2022-03-31,CA,Solano,1,0,1,167
2021-02-28,WA,Thurston,0,0,0,56448
2018-11-30,WA,Mason,0,0,0,20190
2017-11-30,WA,Adams,3,5,8,12358
2020-05-31,WA,Grant,59,70,129,65207
2017-11-30,WA,Skamania,10,7,17,8576
2017-06-30,WA,Clallam,0,0,0,21016
2022-02-28,WA,San Juan,1,0,1,6017
2023-07-31,WA,San Juan,622,165,787,13491
2020-06-30,WA,Pierce,2380,1692,4072,549665
2020-09-30,WA,Wahkiakum,6,6,12,3016
2021-07-31,WA,Lincoln,0,0,0,4759
2021-03-31,WA,Lewis,130,134,264,59293
2017-08-31,WA,Garfield,0,0,0,932
2017-05-31,WA,Pacific,0,0,0,7463
2019-08-31,WA,Garfield,0,1,1,1306
2017-11-30,WA,Whitman,0,0,0,8437
2018-06-30,WA,Island,197,188,385,62531
2020-01-31,WA,Whatcom,1032,486,1518,151794
2021-05-31,WA,Kittitas,0,0,0,14768
2023-07-31,WA,Jefferson,571,261,832,23782
2018-08-31,WA,Clallam,128,115,243,50115
2020-01-31,WA,Walla Walla,0,0,0,13710
2019-01-31,WA,Grant,33,53,86,64365
2018-11-30,WA,San Juan,0,0,0,5805
2021-02-28,WA,Franklin,0,0,0,20510
2019-11-30,WA,Clallam,195,153,348,50908
2018-05-31,WA,Mason,77,93,170,45592
2019-08-31,WA,Whatcom,902,450,1352,151212
2023-03-31,WA,Columbia,8,1,9,2416
2020-06-30,CA,San Joaquin,1,0,1,127
2019-05-31,WA,Garfield,1,1,2,1293
2017-04-30,CA,Monterey,0,1,1,210
2017-10-31,WA,Skamania,10,7,17,8571
2017-09-30,CA,Riverside,1,2,3,751
2023-04-30,CA,Contra Costa,0,3,3,193
2022-01-31,WA,Cowlitz,0,1,1,28923
2017-08-31,WA,Columbia,0,0,0,1541
2019-06-30,WA,Skagit,1,0,1,32442
2018-03-31,CA,Riverside,2,2,4,706
2023-02-28,WA,Island,20,0,20,21105
2022-04-30,WA,Mason,294,178,472,47516
2019-06-30,CA,Contra Costa,2,2,4,386
2022-10-31,WA,Pierce,5747,2449,8196,540967
2023-07-31,WA,Franklin,6,0,6,20274
2017-02-28,WA,Adams,0,0,0,5071
2019-02-28,CA,Tuolumne,0,1,1,12
2023-05-31,CA,Marin,0,1,1,27
2018-04-30,WA,Columbia,2,1,3,2414
2023-04-30,WA,Wahkiakum,27,16,43,3044
2023-07-31,CA,Santa Cruz,1,0,1,11
2021-11-30,WA,Snohomish,2,0,2,125685
2017-08-31,WA,Kittitas,27,21,48,27891
2023-06-30,WA,Douglas,5,0,5,12829
2021-02-28,WA,King,6,1,7,184321
2021-06-30,WA,Okanogan,0,0,0,16757
2018-10-31,WA,Whitman,0,0,0,8531
2019-11-30,WA,Lewis,109,103,212,59509
2021-01-31,WA,Wahkiakum,0,0,0,1769
2021-04-30,WA,Chelan,0,0,0,23068
2023-02-28,WA,Yakima,445,240,685,166120
2021-10-31,WA,Asotin,21,17,38,12770
2017-11-30,WA,Pend Oreille,3,4,7,9428
2021-09-30,CA,San Diego,16,8,24,2494
2022-03-31,CA,Ventura,2,1,3,234
2018-05-31,WA,Whatcom,612,281,893,147196
2022-12-31,WA,Cowlitz,405,190,595,70330
2017-09-30,WA,Okanogan,5,18,23,25690
2021-07-31,WA,Douglas,100,51,151,28504
2018-04-30,WA,Douglas,41,32,73,27438
2018-01-31,WA,Grant,0,0,0,25641
2017-02-28,WA,Benton,134,133,267,127653
2022-10-31,WA,Thurston,30,0,30,54906
2018-10-31,WA,Adams,0,0,0,5151
2023-02-28,WA,Kitsap,2890,1171,4061,176810
2020-03-31,WA,San Juan,0,0,0,5932
2020-02-29,WA,Jefferson,230,139,369,25171
2021-01-31,WA,Grant,0,0,0,27594
2018-07-31,WA,Spokane,1,0,1,92869
2020-11-30,WA,Cowlitz,0,0,0,28871
2019-02-28,WA,Pierce,0,0,0,138931
2022-01-31,WA,Snohomish,3,0,3,125304
2022-04-30,WA,Walla Walla,163,92,255,36040
2017-12-31,WA,Stevens,10,21,31,31533
2021-07-31,CA,Fresno,1,0,1,165
2021-06-30,WA,Whatcom,4,0,4,43913
2022-07-31,WA,Thurston,2242,1065,3307,193613
2018-02-28,WA,Clallam,109,101,210,49356
2017-02-28,WA,Mason,0,0,0,19196
2017-05-31,WA,Wahkiakum,0,2,2,2837
2020-12-31,CA,San Francisco,1,1,2,90
2017-01-31,WA,Grant,0,0,0,25039
2018-05-31,WA,Kittitas,0,0,0,14024
2021-05-31,WA,Lewis,157,135,292,59809
2021-10-31,WA,Grant,0,0,0,28018
2018-11-30,WA,Asotin,0,0,0,6620
2021-08-31,WA,Skamania,52,38,90,8389
2020-06-30,WA,San Juan,302,93,395,13968
2017-06-30,WA,Franklin,0,0,0,18122
2017-03-31,WA,Yakima,0,0,0,57266
2020-01-31,CA,Alameda,4,1,5,285
2020-09-30,CA,Santa Clara,6,2,8,276
2021-05-31,WA,Pierce,3382,1941,5323,559989
2020-04-30,WA,Ferry,5,3,8,4331
2022-01-31,WA,Lewis,213,165,378,59516
2018-12-31,WA,Jefferson,168,106,274,24838
2020-03-31,WA,Mason,0,0,0,20576
2018-11-30,WA,Whatcom,2,0,2,42656
2018-04-30,WA,Thurston,523,444,967,191803
2021-09-30,WA,Walla Walla,128,82,210,36440
2022-03-31,WA,Jefferson,408,207,615,24697
2020-02-29,WA,Whitman,0,0,0,8555
2018-02-28,WA,Columbia,0,0,0,1535
2020-11-30,WA,Yakima,166,122,288,167009
2021-02-28,WA,Grant,90,86,176,66076
2022-07-31,CA,Contra Costa,0,4,4,231
2023-06-30,WA,Stevens,1,0,1,18505
2021-05-31,WA,San Juan,423,131,554,14216
2018-06-30,CA,Alameda,0,1,1,347
2023-03-31,WA,Walla Walla,209,112,321,35444
2021-10-31,WA,Wahkiakum,17,8,25,3065
2017-06-30,CA,Santa Clara,5,2,7,400
2022-03-31,CA,Fresno,1,0,1,146
2020-12-31,WA,Skagit,497,238,735,91428
2018-01-31,WA,Pend Oreille,4,4,8,9441
2018-07-31,WA,Garfield,1,1,2,1320
2023-05-31,WA,Wahkiakum,26,17,43,3018
2017-07-31,WA,Kittitas,0,0,0,13581
2017-08-31,WA,Ferry,1,1,2,4396
2023-07-31,WA,Lincoln,18,19,37,7476
2021-04-30,WA,Island,0,0,0,21561
2021-12-31,CA,Monterey,0,1,1,136
2021-03-31,WA,Ferry,0,0,0,3623
2022-11-30,WA,Chelan,11,0,11,23139
2020-10-31,WA,Ferry,0,0,0,3596
2018-08-31,WA,Pacific,19,22,41,15677
2022-05-31,CA,Placer,2,0,2,64
2017-07-31,WA,King,10255,4174,14429,1373311
2021-01-31,WA,Snohomish,5177,1876,7053,538376
2021-12-31,WA,Stevens,0,0,0,18940
2021-07-31,CA,San Mateo,1,0,1,95
2022-05-31,WA,Asotin,23,19,42,12730
2021-01-31,CA,Santa Clara,7,2,9,263
2022-11-30,CA,San Joaquin,1,0,1,75
2021-12-31,WA,Asotin,22,17,39,12718
2022-04-30,WA,Columbia,0,0,0,1588
2020-03-31,CA,Riverside,3,1,4,639
2017-04-30,WA,San Juan,98,35,133,13479
2021-08-31,CA,Sacramento,2,0,2,212
2023-03-31,WA,Grant,253,113,366,66819
2022-09-30,CA,Santa Cruz,1,0,1,19
2021-06-30,CA,Sacramento,2,0,2,214
2022-10-31,WA,Grays Harbor,2,0,2,21098
2022-10-31,WA,Chelan,8,0,8,23087
2019-01-31,WA,Cowlitz,79,96,175,72557
2018-09-30,WA,Skamania,0,0,0,3967
2020-03-31,WA,Lewis,105,108,213,59209
2022-03-31,WA,Walla Walla,0,0,0,14031
2018-10-31,CA,Riverside,2,2,4,678
2020-02-29,WA,Skagit,1,0,1,32559
2018-07-31,WA,Lewis,83,59,142,57814
2022-12-31,WA,Columbia,7,1,8,2441
2022-02-28,WA,Benton,664,451,1115,135846
2017-02-28,WA,Douglas,30,19,49,26547
2018-09-30,WA,Pacific,18,22,40,15733
2018-12-31,WA,Pend Oreille,0,0,0,5738
2020-06-30,WA,Spokane,730,487,1217,315451
2019-07-31,WA,Kittitas,79,41,120,29679
2020-02-29,CA,Riverside,3,1,4,643
2019-01-31,WA,Adams,5,6,11,12742
2019-11-30,WA,Walla Walla,0,0,0,13674
2020-12-31,WA,Kitsap,0,0,0,54371
2019-01-31,WA,Clark,1313,868,2181,312092
2022-07-31,WA,Spokane,1676,864,2540,324816
2018-06-30,WA,Adams,5,5,10,12616
2019-10-31,WA,Franklin,53,76,129,60628
2022-07-31,WA,Clallam,432,246,678,49651
2018-01-31,WA,Mason,0,0,0,19646
2021-01-31,WA,Adams,10,6,16,12971
2020-12-31,CA,Santa Clara,7,2,9,267
2017-01-31,WA,Whitman,8,19,27,21936
2020-10-31,CA,Fresno,1,0,1,174
2020-10-31,WA,Walla Walla,86,65,151,36014
2020-12-31,WA,Lewis,123,122,245,58843
2023-05-31,WA,Chelan,29,0,29,22965
2022-10-31,WA,Pend Oreille,0,0,0,5614
2019-11-30,WA,Wahkiakum,0,0,0,1752
2020-01-31,WA,Chelan,0,0,0,22573
2020-05-31,WA,Okanogan,0,0,0,16391
2017-01-31,CA,Santa Clara,5,3,8,460
2018-12-31,WA,Jefferson,0,0,0,9606
2021-12-31,WA,Island,714,340,1054,62768
2017-09-30,CA,Los Angeles,5,2,7,1234
2020-11-30,WA,Adams,0,0,0,5325
2020-11-30,WA,Mason,0,0,0,20860
2019-08-31,WA,Adams,0,0,0,5138
2018-09-30,WA,Wahkiakum,0,0,0,1691
2019-10-31,WA,Spokane,616,464,1080,314332
2020-12-31,CA,Los Angeles,10,11,21,939
2021-07-31,WA,San Juan,0,0,0,5955
2019-12-31,WA,Columbia,0,0,0,1537
2021-09-30,CA,Sacramento,2,0,2,218
2018-08-31,WA,Lewis,0,0,0,25605
2021-06-30,WA,Pacific,0,0,0,7965
2017-11-30,WA,Columbia,0,0,0,1537
2018-02-28,WA,Cowlitz,0,0,0,28183
2020-05-31,WA,Grays Harbor,106,111,217,48015
2020-12-31,WA,Columbia,5,3,8,2441
2022-09-30,WA,Pacific,0,0,0,7871
2017-09-30,WA,Lincoln,0,0,0,4472
2020-08-31,WA,Spokane,1,0,1,99446
2017-09-30,WA,Spokane,1,0,1,91172
2020-02-29,WA,Okanogan,34,31,65,26121
2020-09-30,CA,Sacramento,1,0,1,251
2023-04-30,WA,King,53639,13733,67372,1318485
2017-08-31,WA,Chelan,72,36,108,52309
2018-08-31,WA,Franklin,0,0,0,18794
2020-03-31,WA,Skagit,1,0,1,32552
2017-01-31,WA,Douglas,0,0,0,11426
2022-04-30,WA,Wahkiakum,0,0,0,1817
2018-10-31,WA,Columbia,0,0,0,1518
2020-11-30,WA,Mason,169,135,304,47500
2022-06-30,WA,Adams,17,10,27,12936
2021-06-30,WA,Wahkiakum,15,8,23,3109
2017-06-30,WA,Snohomish,1,0,1,121886
2022-01-31,CA,Sonoma,0,1,1,75
2022-05-31,CA,San Luis Obispo,1,0,1,54
2021-06-30,CA,San Francisco,0,1,1,85
2021-10-31,WA,Lewis,194,158,352,59631
2017-01-31,CA,Monterey,0,1,1,232
2018-03-31,WA,Ferry,0,0,0,3504
2017-12-31,WA,Columbia,0,0,0,1540
2019-03-31,WA,Chelan,144,67,211,54156
2022-10-31,WA,Clark,31,0,31,82151
2019-03-31,WA,Snohomish,3195,1519,4714,527994
2017-09-30,WA,Lewis,53,38,91,56022
2022-08-31,WA,Garfield,0,0,0,977
2018-12-31,WA,Snohomish,2915,1437,4352,527237
2017-12-31,WA,King,8,1,9,185056
2020-12-31,WA,Grant,0,0,0,27505
2018-01-31,CA,Tuolumne,0,1,1,14
2022-12-31,WA,San Juan,561,170,731,13907
2021-09-30,WA,Kittitas,0,0,0,14782
2018-07-31,WA,Grant,0,0,0,25943
2017-02-28,WA,Franklin,0,0,0,17907
2020-02-29,WA,Okanogan,0,0,0,16498
2018-12-31,WA,Chelan,0,0,0,22052
2017-04-30,WA,Adams,0,0,0,5072
2021-04-30,WA,Asotin,19,14,33,12659
2020-07-31,WA,Skagit,423,223,646,91309
2022-05-31,WA,Grays Harbor,205,158,363,49085
2020-06-30,WA,Lewis,102,111,213,58176
2019-01-31,WA,Franklin,49,68,117,59324
2021-08-31,WA,Wahkiakum,16,8,24,3079
2022-04-30,CA,Santa Cruz,1,0,1,24
2017-01-31,WA,Columbia,0,1,1,2331
2019-02-28,CA,Fresno,1,0,1,187
2021-02-28,CA,San Francisco,1,1,2,91
2021-05-31,WA,Klickitat,0,0,0,8263
2018-02-28,WA,Yakima,61,79,140,162333
2019-08-31,WA,Adams,5,5,10,12843
2021-06-30,WA,Skamania,0,0,0,4029
2017-04-30,WA,Lewis,46,33,79,55192
2023-06-30,CA,Santa Clara,8,1,9,137
2022-08-31,CA,Sonoma,0,1,1,69
2020-07-31,WA,Cowlitz,0,0,0,28879
2022-07-31,WA,Asotin,24,19,43,12650
2019-08-31,CA,Solano,1,0,1,208
2021-03-31,WA,Thurston,1432,824,2256,197465
2023-06-30,WA,Whitman,4,0,4,8514
2020-10-31,WA,San Juan,0,0,0,5864
2021-12-31,CA,Santa Cruz,1,0,1,23
2023-06-30,WA,Garfield,0,0,0,957
2022-10-31,WA,Whatcom,20,0,20,43123
2019-01-31,WA,Wahkiakum,1,1,2,3006
2018-07-31,WA,Cowlitz,57,77,134,71871
2017-07-31,WA,Kitsap,622,324,946,173384
2019-06-30,CA,San Mateo,2,1,3,115
2021-09-30,CA,Sonoma,0,1,1,82
2017-09-30,WA,Whitman,0,0,0,8428
2023-04-30,WA,Asotin,33,21,54,12339
2020-09-30,WA,Clark,2174,1098,3272,318408
2022-08-31,WA,Walla Walla,179,104,283,35818
2017-07-31,WA,Whitman,12,19,31,22108
2019-10-31,CA,San Mateo,1,1,2,120
