Date,State,County,BEVCount,PHEVCount,EVTotal,NonEVTotal
2017-11-30,WA,San Juan,0,0,0,5574
2017-10-31,WA,Garfield,1,0,1,1315
2020-06-30,CA,Los Angeles,7,11,18,984
2020-07-31,CA,San Francisco,2,1,3,91
2019-08-31,WA,Douglas,61,36,97,28181
2020-07-31,WA,Pend Oreille,7,5,12,9246
2019-02-28,WA,Skamania,0,0,0,3990
2017-05-31,WA,Mason,51,66,117,43298
2021-09-30,WA,Lincoln,7,16,23,7682
2020-07-31,WA,Kittitas,0,0,0,14564
2023-02-28,CA,San Joaquin,1,0,1,73
2023-06-30,WA,Adams,3,0,3,5232
2017-04-30,WA,Lincoln,2,4,6,7481
2021-11-30,WA,Cowlitz,0,1,1,29027
2023-06-30,WA,Pacific,76,88,164,15453
2019-11-30,CA,Orange,7,2,9,505
2022-02-28,WA,Grant,142,99,241,66798
2021-03-31,CA,Orange,4,3,7,440
2019-11-30,WA,Mason,140,130,270,47611
2018-11-30,WA,Skamania,0,0,0,4005
2020-12-31,CA,Kern,0,1,1,216
2019-04-30,WA,Kittitas,71,35,106,29489
2022-09-30,WA,Kittitas,290,91,381,29618
2021-07-31,WA,Franklin,0,0,0,20725
2021-05-31,CA,Monterey,0,1,1,148
2022-12-31,WA,Clark,51,0,51,81917
2020-08-31,WA,King,25173,7814,32987,1370893
2017-07-31,WA,Skagit,1,0,1,31485
2017-02-28,WA,Asotin,0,0,0,6475
2023-07-31,WA,Okanogan,7,0,7,15946
2019-09-30,WA,Grays Harbor,89,89,178,48096
2022-08-31,WA,Wahkiakum,1,0,1,1802
2021-05-31,WA,Yakima,0,0,0,61680
2020-07-31,WA,Garfield,0,0,0,988
2017-12-31,WA,Walla Walla,0,0,0,13292
2022-05-31,WA,Asotin,0,0,0,6709
2018-11-30,WA,Kitsap,916,522,1438,180341
2020-10-31,WA,Ferry,8,3,11,4351
2023-02-28,WA,Thurston,49,0,49,54485
2019-07-31,WA,Snohomish,0,0,0,122619
2021-05-31,WA,Spokane,1030,624,1654,325579
2019-01-31,WA,Okanogan,18,21,39,26053
2020-12-31,CA,Contra Costa,3,3,6,278
2017-03-31,WA,San Juan,0,0,0,5583
2019-08-31,WA,Garfield,0,0,0,959
2021-02-28,CA,Santa Clara,7,2,9,263
2021-12-31,CA,Los Angeles,8,7,15,825
2021-12-31,CA,Sonoma,0,1,1,80
2020-03-31,WA,Franklin,0,0,0,19901
2019-12-31,WA,Skagit,1,0,1,32566
2019-09-30,WA,Skamania,0,0,0,4086
2020-11-30,CA,San Francisco,1,1,2,89
2019-11-30,WA,Benton,310,308,618,135108
2020-07-31,WA,Cowlitz,146,117,263,72232
2018-04-30,WA,Pacific,0,0,0,7596
2023-03-31,WA,Lincoln,0,0,0,4848
2019-04-30,WA,Mason,0,0,0,20326
2021-07-31,WA,Chelan,0,0,0,23102
2022-12-31,WA,Lincoln,0,0,0,4848
2020-12-31,WA,Snohomish,0,0,0,125700
2020-09-30,WA,Lewis,0,0,0,26446
2018-02-28,WA,Whitman,0,0,0,8453
2019-10-31,WA,Benton,307,302,609,134942
2020-01-31,WA,Pierce,2229,1679,3908,550655
2021-07-31,WA,Benton,540,397,937,136282
2017-01-31,WA,Pacific,5,6,11,15034
2018-06-30,WA,Yakima,60,88,148,163780
2020-10-31,WA,Kittitas,121,49,170,29701
2022-08-31,CA,Contra Costa,0,4,4,227
2021-04-30,WA,King,29460,8753,38213,1369496
2021-09-30,WA,Yakima,0,0,0,61737
2022-05-31,WA,Yakima,325,189,514,167089
2017-03-31,WA,Whatcom,416,156,572,142234
2023-07-31,WA,San Juan,16,0,16,5767
2019-04-30,WA,Pend Oreille,4,5,9,9505
2022-06-30,WA,Lincoln,0,0,0,4832
2021-05-31,CA,Placer,2,0,2,80
2019-05-31,WA,Adams,5,6,11,12714
2021-08-31,WA,Pend Oreille,0,0,0,5726
2022-07-31,WA,Garfield,0,0,0,976
2018-02-28,CA,Tuolumne,0,1,1,14
2021-10-31,CA,Solano,1,0,1,177
2023-05-31,WA,Mason,10,0,10,20553
2022-11-30,WA,Whitman,3,0,3,8630
2017-12-31,WA,Yakima,0,0,0,58011
2023-07-31,WA,Ferry,0,0,0,3476
2022-04-30,CA,Orange,5,2,7,357
2021-07-31,WA,Snohomish,1,0,1,126198
2023-04-30,WA,Skamania,99,53,152,8037
2020-10-31,WA,Pacific,34,34,68,15725
2022-12-31,WA,Skagit,924,355,1279,89464
2019-11-30,WA,Whatcom,964,470,1434,151593
2022-05-31,CA,San Diego,14,9,23,2265
2018-06-30,WA,Asotin,9,6,15,12602
2023-03-31,WA,Clark,5285,2161,7446,313218
2017-11-30,WA,Island,147,156,303,61346
2018-01-31,CA,Santa Clara,7,1,8,389
2023-01-31,WA,Garfield,1,3,4,1319
2022-08-31,CA,Sacramento,3,0,3,184
2018-11-30,CA,Shasta,1,0,1,42
2020-01-31,WA,Kitsap,1258,656,1914,182446
2020-06-30,CA,Alameda,2,0,2,268
2022-01-31,WA,Chelan,421,117,538,54587
2023-02-28,WA,Skagit,13,0,13,32041
2022-01-31,WA,Thurston,1920,973,2893,196481
2022-04-30,WA,Wahkiakum,20,11,31,3079
2018-01-31,WA,Thurston,487,407,894,190668
2022-02-28,WA,Walla Walla,0,0,0,14072
2020-04-30,WA,Pacific,30,34,64,15837
2017-09-30,WA,San Juan,117,42,159,13676
2021-02-28,WA,Whatcom,3,0,3,43636
2019-09-30,CA,Santa Clara,4,2,6,358
2021-04-30,WA,Benton,496,377,873,136100
2017-05-31,WA,Kitsap,1,0,1,52377
2020-10-31,WA,Mason,165,134,299,47497
2021-03-31,WA,Clark,0,0,0,83850
2017-06-30,WA,Garfield,0,0,0,1295
2020-03-31,WA,Benton,0,0,0,42519
2023-03-31,CA,Placer,1,0,1,52
2020-06-30,WA,Pierce,0,0,0,142167
2023-07-31,WA,Clark,5943,2342,8285,305963
2023-06-30,WA,Lincoln,16,18,34,7573
2019-12-31,WA,Snohomish,4021,1709,5730,536109
2020-12-31,CA,San Joaquin,1,0,1,108
2019-03-31,WA,San Juan,0,0,0,5811
2021-04-30,WA,Benton,0,0,0,43685
2017-02-28,WA,King,8,1,9,190501
2018-07-31,WA,Chelan,0,0,0,21950
2019-05-31,WA,Mason,121,120,241,47012
2022-01-31,WA,Klickitat,90,54,144,15313
2018-05-31,WA,Snohomish,2281,1223,3504,520051
2022-10-31,WA,Okanogan,1,0,1,16478
2021-02-28,WA,Whitman,0,0,0,8514
2022-11-30,WA,Lewis,2,0,2,26343
2022-04-30,WA,Kittitas,0,0,0,14715
2020-05-31,WA,Mason,0,0,0,20508
2022-08-31,WA,Klickitat,2,0,2,8267
2022-01-31,WA,Kittitas,216,71,287,29812
2020-10-31,WA,Wahkiakum,6,6,12,3035
2022-12-31,WA,Clallam,8,0,8,21879
2017-12-31,WA,Garfield,1,0,1,1321
2022-12-31,WA,Benton,933,500,1433,135784
2018-03-31,WA,Franklin,34,55,89,57213
2019-10-31,CA,Orange,7,3,10,510
2020-09-30,WA,Columbia,4,3,7,2421
2020-08-31,WA,Benton,0,0,0,43024
2018-12-31,WA,Thurston,0,0,0,54873
2019-05-31,WA,Jefferson,0,0,0,9668
2020-07-31,WA,Jefferson,0,0,0,9542
2021-06-30,WA,Kittitas,160,67,227,29984
2017-05-31,WA,Grant,0,0,0,25222
2021-03-31,WA,Lincoln,5,13,18,7691
2021-03-31,WA,Cowlitz,0,0,0,29052
2021-02-28,CA,Fresno,1,0,1,169
2023-02-28,CA,Santa Barbara,1,0,1,63
2019-08-31,WA,Kittitas,79,44,123,29744
2020-02-29,WA,Ferry,0,0,0,3582
2019-09-30,WA,Klickitat,38,36,74,15624
2017-09-30,WA,Yakima,57,69,126,160618
2021-06-30,WA,Clallam,329,217,546,50489
2019-09-30,WA,Okanogan,24,26,50,26237
2021-04-30,WA,Adams,0,0,0,5406
2017-09-30,WA,Columbia,0,0,0,1557
2021-01-31,WA,Columbia,5,3,8,2452
2021-08-31,WA,Klickitat,82,51,133,15361
2018-11-30,CA,Orange,5,2,7,544
2019-03-31,WA,Wahkiakum,0,0,0,1725
2022-10-31,WA,Lewis,261,179,440,59898
2023-02-28,WA,Asotin,30,20,50,12475
2021-03-31,WA,Skagit,539,260,799,91602
2021-03-31,WA,Clallam,299,199,498,50123
2017-05-31,WA,Klickitat,0,0,0,7967
2019-06-30,WA,Grays Harbor,0,0,0,20455
2019-09-30,WA,Klickitat,0,0,0,8298
2017-08-31,WA,Wahkiakum,0,0,0,1655
2018-05-31,CA,Ventura,0,1,1,315
2022-08-31,WA,Okanogan,1,0,1,16543
2022-07-31,WA,Benton,3,0,3,43487
2017-04-30,WA,Grant,0,0,0,25091
2017-08-31,WA,Garfield,1,0,1,1302
2017-01-31,CA,San Mateo,0,1,1,177
2020-01-31,WA,Thurston,1093,719,1812,199295
2018-05-31,WA,Skamania,12,9,21,8704
2018-10-31,CA,San Diego,8,2,10,2561
2021-12-31,WA,Columbia,0,0,0,1555
2023-03-31,WA,Pacific,74,84,158,15627
2022-05-31,WA,Garfield,0,0,0,981
2018-10-31,CA,Santa Clara,8,0,8,373
2022-11-30,WA,Grays Harbor,3,0,3,21117
2021-08-31,WA,Chelan,0,0,0,23088
2017-09-30,WA,Mason,0,0,0,19379
2022-09-30,WA,San Juan,6,0,6,5955
2018-12-31,WA,Island,0,0,0,21185
2017-11-30,CA,Marin,1,0,1,57
2022-09-30,WA,Lewis,252,176,428,59836
2018-09-30,WA,Snohomish,1,0,1,121775
2023-07-31,WA,Lewis,7,0,7,25247
2020-02-29,WA,Walla Walla,0,0,0,13701
2018-10-31,WA,Okanogan,0,0,0,16501
2017-02-28,WA,Ferry,2,1,3,4391
2017-07-31,WA,Okanogan,4,18,22,25634
2020-01-31,WA,Columbia,3,3,6,2447
2020-12-31,WA,Stevens,36,40,76,30234
2017-12-31,CA,Los Angeles,5,2,7,1209
2017-11-30,CA,Contra Costa,0,1,1,470
2021-07-31,WA,Pierce,0,0,0,145859
2018-08-31,WA,Grant,0,0,0,26008
2018-12-31,WA,Garfield,0,0,0,965
2019-05-31,WA,Whatcom,837,413,1250,150441
2019-07-31,WA,Asotin,12,8,20,12658
2019-02-28,WA,Franklin,50,70,120,59299
2023-05-31,WA,Lincoln,16,17,33,7646
2018-06-30,WA,Grant,31,45,76,63139
2019-09-30,CA,Ventura,0,2,2,305
2018-03-31,WA,King,11972,5152,17124,1367947
2018-07-31,WA,Skagit,215,171,386,90712
2020-04-30,CA,San Francisco,2,1,3,98
2017-08-31,CA,Monterey,0,2,2,195
2018-06-30,WA,Whatcom,631,301,932,147658
2023-01-31,WA,Snohomish,113,0,113,122400
2019-02-28,WA,Spokane,1,0,1,93888
2020-12-31,WA,Grays Harbor,127,122,249,48651
2022-01-31,WA,Clark,2,0,2,83892
2019-12-31,CA,Los Angeles,7,9,16,1062
2020-05-31,CA,Ventura,1,2,3,283
2018-07-31,CA,Riverside,2,2,4,693
2018-08-31,WA,Lincoln,3,6,9,7748
2019-08-31,CA,Alameda,4,1,5,294
2018-01-31,WA,Adams,0,0,0,5148
2023-05-31,WA,Clallam,533,280,813,48629
2020-05-31,WA,San Juan,0,0,0,5860
2021-05-31,CA,Sacramento,2,0,2,221
2021-05-31,WA,Franklin,117,95,212,61959
2020-05-31,WA,Whitman,0,0,0,8514
2019-08-31,WA,Pacific,0,0,0,7681
2019-02-28,WA,Snohomish,1,0,1,121877
2018-08-31,WA,Chelan,114,55,169,53723
2023-05-31,WA,Columbia,9,1,10,2407
2018-08-31,WA,Pend Oreille,0,0,0,5718
2019-05-31,WA,Pacific,24,28,52,15952
2022-11-30,WA,Columbia,0,0,0,1591
2022-07-31,WA,Pierce,20,0,20,141272
2019-09-30,CA,Alameda,4,1,5,295
2020-11-30,WA,Snohomish,0,0,0,125469
2020-05-31,WA,Garfield,0,1,1,1347
2018-05-31,WA,Pend Oreille,0,0,0,5671
2020-09-30,WA,Klickitat,58,42,100,15023
2021-03-31,WA,Island,556,299,855,63006
2019-11-30,WA,Grays Harbor,0,0,0,20750
2018-07-31,WA,Thurston,577,497,1074,193753
2020-07-31,WA,King,24904,7756,32660,1371156
2023-02-28,CA,Placer,1,0,1,53
2018-10-31,CA,Ventura,0,2,2,314
2017-02-28,WA,Pend Oreille,0,0,0,5573
2021-12-31,WA,Skamania,60,42,102,8323
2022-05-31,CA,Santa Cruz,1,0,1,23
2021-07-31,WA,Whatcom,4,0,4,43871
2020-12-31,WA,Pacific,0,0,0,7792
2022-12-31,WA,Lincoln,12,18,30,7769
2017-12-31,WA,Wahkiakum,0,0,0,1670
2022-08-31,WA,Clark,17,0,17,82407
2018-09-30,WA,Kitsap,841,499,1340,179462
2023-03-31,WA,Skamania,95,53,148,8092
2019-02-28,CA,Contra Costa,1,2,3,393
2020-09-30,WA,King,25389,7895,33284,1371586
2020-12-31,WA,Spokane,0,0,0,100712
2017-09-30,WA,Jefferson,0,0,0,9419
2020-10-31,WA,Skamania,0,0,0,3995
2021-11-30,WA,Asotin,0,0,0,6760
2018-02-28,WA,Chelan,0,0,0,21668
2022-03-31,WA,Kittitas,0,0,0,14720
2018-08-31,WA,Benton,189,198,387,132209
2021-06-30,WA,Lewis,163,139,302,59680
2022-02-28,CA,San Bernardino,1,1,2,344
2019-09-30,CA,San Francisco,2,1,3,105
2022-08-31,WA,Franklin,224,113,337,61955
2019-06-30,CA,Kern,0,1,1,222
2019-09-30,WA,Pierce,1966,1602,3568,545437
2017-07-31,WA,Jefferson,107,61,168,23895
2019-09-30,WA,Whitman,36,45,81,22710
2022-06-30,WA,Garfield,0,3,3,1322
2022-10-31,WA,King,45341,11925,57266,1343327
2020-10-31,WA,Asotin,0,0,0,6685
2021-05-31,CA,Santa Clara,8,3,11,255
2017-09-30,WA,Clark,0,0,0,77868
2018-09-30,WA,Whatcom,666,335,1001,148503
2017-03-31,WA,Island,0,0,0,20500
2022-05-31,CA,Alameda,4,0,4,185
2019-11-30,WA,Whitman,41,46,87,22704
2020-03-31,WA,Garfield,0,0,0,976
2019-09-30,WA,Island,0,0,0,21294
2022-04-30,WA,Whatcom,4,0,4,43460
2021-09-30,CA,San Mateo,1,0,1,88
2019-07-31,WA,Benton,0,0,0,42072
2021-04-30,WA,Franklin,0,0,0,20683
2018-10-31,WA,Clallam,136,119,255,50301
2017-05-31,WA,Adams,2,3,5,12197
2020-12-31,CA,Fresno,1,0,1,169
2017-10-31,WA,Chelan,0,0,0,21490
2017-05-31,CA,Santa Clara,5,2,7,402
2020-09-30,WA,Benton,0,0,0,43090
2019-08-31,WA,Clallam,1,0,1,21824
2022-02-28,WA,Kittitas,218,72,290,29778
2022-08-31,WA,Lewis,243,177,420,59723
2022-06-30,WA,Franklin,0,0,0,20900
2020-08-31,CA,Fresno,1,0,1,172
2021-01-31,CA,San Francisco,1,1,2,89
2020-11-30,WA,Grant,78,79,157,65766
2022-01-31,WA,Grays Harbor,197,158,355,49346
2017-02-28,WA,Whatcom,2,0,2,41327
2021-04-30,WA,Yakima,206,139,345,169220
2021-04-30,WA,Jefferson,310,178,488,24904
2022-07-31,WA,Grant,183,100,283,66683
2021-04-30,CA,San Francisco,1,1,2,89
2017-05-31,WA,Chelan,60,36,96,51875
2022-09-30,CA,Orange,5,2,7,313
2020-08-31,WA,Pend Oreille,0,0,0,5746
2017-12-31,WA,Spokane,297,240,537,300106
2019-10-31,WA,Mason,140,129,269,47564
2019-08-31,WA,Island,0,0,0,21275
2019-04-30,WA,Thurston,821,613,1434,196770
2017-01-31,WA,Franklin,27,42,69,55402
2018-03-31,WA,Pacific,15,18,33,15463
2018-03-31,WA,Klickitat,0,0,0,8045
2022-11-30,WA,Lincoln,0,0,0,4862
2023-04-30,WA,Chelan,605,154,759,54000
2020-06-30,WA,Pend Oreille,7,6,13,9243
2017-07-31,WA,Columbia,0,0,0,1533
2021-05-31,WA,Jefferson,0,0,0,9616
2018-07-31,WA,San Juan,149,62,211,14115
2017-03-31,WA,Okanogan,3,16,19,25642
2020-11-30,WA,Chelan,0,0,0,22778
2017-10-31,WA,Kittitas,33,23,56,28118
2021-03-31,WA,Whitman,0,0,0,8553
2019-05-31,WA,Klickitat,0,0,0,8237
2019-12-31,WA,Island,375,253,628,63608
2020-06-30,WA,Okanogan,0,0,0,16445
2022-12-31,WA,Ferry,0,0,0,3548
2017-04-30,CA,Ventura,0,1,1,362
2021-01-31,WA,Spokane,910,551,1461,320997
2020-04-30,WA,Chelan,224,80,304,54232
2021-02-28,CA,Los Angeles,10,10,20,917
2017-01-31,WA,Adams,0,0,0,5077
2017-10-31,WA,King,10942,4483,15425,1372199
2017-01-31,WA,Spokane,221,196,417,296020
2018-08-31,WA,Island,216,204,420,62724
2020-02-29,WA,San Juan,279,82,361,14330
2017-06-30,CA,Riverside,1,1,2,808
2021-12-31,CA,Contra Costa,1,4,5,260
2022-04-30,WA,Spokane,1511,810,2321,325760
2020-12-31,WA,Whatcom,1218,550,1768,150033
2018-04-30,WA,Kitsap,742,441,1183,177372
2021-06-30,WA,Clark,2841,1423,4264,322560
2020-07-31,WA,San Juan,0,0,0,5844
2023-04-30,WA,Clark,82,0,82,81044
2017-11-30,WA,Garfield,1,0,1,1313
2021-12-31,WA,Kitsap,0,0,0,54199
2020-09-30,WA,Chelan,260,80,340,54306
2020-04-30,CA,Alameda,3,1,4,277
2021-09-30,WA,Skamania,53,39,92,8385
2017-10-31,CA,Tulare,1,0,1,193
2020-01-31,CA,Tuolumne,0,1,1,11
2023-02-28,WA,King,50928,12806,63734,1330234
2018-12-31,WA,Lewis,0,0,0,25634
2019-01-31,CA,Santa Clara,8,1,9,370
2017-06-30,WA,Asotin,6,3,9,12427
2019-05-31,WA,Clallam,0,0,0,21746
2018-12-31,WA,Yakima,82,99,181,164762
2017-04-30,WA,Pacific,9,8,17,15082
2018-06-30,WA,Pend Oreille,0,0,0,5682
2018-01-31,CA,Riverside,1,2,3,731
2021-11-30,WA,Jefferson,0,0,0,9601
2018-01-31,WA,Okanogan,0,0,0,16333
2020-12-31,WA,Adams,0,0,0,5337
2020-07-31,CA,Shasta,1,0,1,38
2019-04-30,WA,Asotin,0,0,0,6629
2020-03-31,CA,Solano,1,0,1,212
2020-04-30,WA,Benton,0,0,0,42485
2019-04-30,WA,Spokane,1,0,1,94382
2020-06-30,WA,Jefferson,236,139,375,24797
2019-04-30,WA,Clallam,160,132,292,50458
2018-01-31,WA,Wahkiakum,0,0,0,1681
2023-01-31,WA,Lincoln,0,0,0,4853
2021-09-30,WA,Garfield,0,0,0,998
2017-01-31,WA,Grant,16,21,37,60386
2021-09-30,CA,Fresno,1,0,1,161
2019-02-28,WA,Wahkiakum,0,0,0,1720
2020-10-31,WA,Lewis,0,0,0,26496
2020-12-31,CA,Orange,4,3,7,446
2020-10-31,CA,Kern,0,1,1,219
2022-06-30,WA,King,66,1,67,180923
2021-04-30,WA,San Juan,406,125,531,14147
2020-05-31,CA,Orange,7,2,9,490
2023-01-31,CA,Santa Cruz,1,0,1,13
2019-04-30,WA,King,5,1,6,181820
2019-05-31,WA,Cowlitz,0,0,0,28843
2023-03-31,WA,Okanogan,3,0,3,16460
2018-06-30,WA,Kitsap,796,460,1256,178527
2022-03-31,WA,Lewis,226,164,390,59495
2019-12-31,CA,Ventura,0,3,3,299
2020-06-30,WA,Grays Harbor,106,111,217,48145
2022-11-30,WA,Yakima,410,218,628,166511
2017-12-31,WA,Island,155,165,320,61576
2020-06-30,WA,Walla Walla,0,0,0,13745
2020-08-31,WA,Okanogan,0,0,0,16543
2023-07-31,WA,Thurston,3153,1230,4383,185812
2020-02-29,WA,Clallam,1,0,1,21839
2018-10-31,WA,Thurston,663,552,1215,195071
2020-02-29,WA,Klickitat,49,41,90,15686
2022-01-31,WA,Adams,0,0,0,5434
2022-11-30,WA,San Juan,554,168,722,13981
2022-06-30,WA,Benton,751,461,1212,135364
2018-02-28,CA,Orange,3,1,4,572
2018-09-30,WA,Clallam,0,0,0,21492
2017-10-31,CA,San Diego,5,1,6,2612
2023-05-31,WA,Lewis,7,0,7,25864
2021-07-31,WA,Columbia,0,0,0,1555
2020-08-31,WA,Lewis,0,0,0,26362
2018-09-30,WA,King,14203,6079,20282,1373990
2019-02-28,WA,Klickitat,30,32,62,15450
2017-04-30,WA,Jefferson,0,0,0,9442
2023-07-31,WA,Garfield,0,3,3,1282
2023-01-31,WA,Thurston,2703,1144,3847,191970
2018-10-31,WA,Skamania,18,12,30,8728
2017-02-28,CA,Orange,2,1,3,676
2017-08-31,WA,Thurston,421,359,780,187775
2018-07-31,WA,Douglas,43,32,75,27719
2021-01-31,WA,Lincoln,0,0,0,4693
2022-08-31,WA,Stevens,76,56,132,30060
2018-12-31,WA,Benton,0,0,0,41561
2018-03-31,WA,San Juan,140,50,190,13939
2017-09-30,WA,Asotin,7,5,12,12463
2021-06-30,CA,Monterey,0,1,1,147
2017-03-31,WA,Chelan,0,0,0,21220
2018-05-31,WA,Cowlitz,58,75,133,71515
2018-10-31,WA,Walla Walla,0,0,0,13507
2020-07-31,WA,Kitsap,0,0,0,54144
2021-02-28,WA,Snohomish,1,0,1,125733
2020-11-30,WA,Clark,0,0,0,83228
2020-07-31,WA,Clark,2097,1066,3163,317956
2021-06-30,WA,Whitman,58,47,105,21996
2023-02-28,CA,Orange,7,2,9,286
2018-01-31,WA,Ferry,0,0,0,3544
2019-09-30,WA,Garfield,0,0,0,970
2019-03-31,WA,Spokane,1,0,1,94016
2022-06-30,WA,Asotin,0,0,0,6720
2021-03-31,WA,Lewis,0,0,0,26811
2019-03-31,CA,San Francisco,2,1,3,111
2020-02-29,WA,King,6,1,7,182612
2022-07-31,WA,Chelan,478,125,603,54238
2017-07-31,WA,Wahkiakum,0,2,2,2836
2022-08-31,WA,San Juan,5,0,5,5953
2021-02-28,CA,Kern,0,1,1,217
2021-09-30,CA,Kings,1,0,1,320
2022-08-31,WA,King,204,2,206,180057
2020-05-31,WA,Cowlitz,136,115,251,72360
2020-04-30,WA,Lewis,99,106,205,58652
2023-05-31,CA,Monterey,1,0,1,104
2021-02-28,WA,Adams,0,0,0,5344
2022-09-30,WA,San Juan,536,162,698,14006
2017-03-31,WA,Grays Harbor,27,26,53,44419
2021-05-31,WA,Grays Harbor,0,0,0,21430
2020-12-31,CA,El Dorado,1,0,1,33
2023-03-31,WA,Mason,403,200,603,46356
2022-12-31,WA,Pend Oreille,0,0,0,5582
2018-09-30,WA,Lincoln,0,0,0,4580
2018-04-30,WA,Stevens,10,24,34,31585
2019-07-31,WA,Chelan,0,0,0,22349
2018-01-31,WA,Skagit,1,0,1,31840
2017-10-31,WA,King,7,1,8,185856
2023-07-31,WA,Lewis,328,217,545,57742
2018-10-31,WA,Pierce,0,0,0,138782
2021-09-30,WA,Jefferson,358,186,544,24810
2017-09-30,CA,San Diego,6,1,7,2641
2018-02-28,WA,Grant,0,0,0,25680
2019-04-30,WA,Stevens,0,0,0,18683
2019-07-31,CA,Alameda,4,2,6,303
2021-10-31,WA,Thurston,1803,921,2724,197240
2018-06-30,WA,Whitman,19,28,47,22602
2021-02-28,WA,Kitsap,0,0,0,54278
2018-09-30,WA,Kitsap,1,0,1,53537
2020-07-31,CA,Riverside,3,1,4,610
2022-10-31,WA,Benton,867,485,1352,135773
2017-05-31,WA,San Juan,104,38,142,13498
2021-09-30,WA,Pend Oreille,17,7,24,9240
2023-02-28,WA,Okanogan,2,0,2,16449
2021-06-30,WA,Cowlitz,0,0,0,29122
2018-01-31,WA,Thurston,0,0,0,53893
2019-09-30,WA,Lincoln,2,10,12,7807
2020-05-31,WA,Klickitat,0,0,0,8121
2018-07-31,CA,San Diego,7,1,8,2569
2023-06-30,WA,Okanogan,7,0,7,16188
2020-08-31,WA,San Juan,0,0,0,5838
2019-06-30,CA,Orange,6,1,7,528
2019-11-30,WA,Grant,53,65,118,65498
2019-11-30,CA,Solano,1,0,1,204
2019-02-28,CA,Kern,0,1,1,233
2018-10-31,CA,Monterey,0,1,1,190
2018-01-31,WA,Grays Harbor,0,0,0,20089
2022-12-31,CA,Santa Barbara,1,0,1,65
2020-05-31,WA,Columbia,0,0,0,1523
2020-11-30,CA,Solano,1,0,1,206
2017-10-31,WA,Pend Oreille,0,0,0,5562
2018-09-30,WA,Benton,0,0,0,41347
2022-03-31,WA,Mason,0,0,0,21168
2017-12-31,WA,Snohomish,1,0,1,121405
2021-10-31,WA,Clallam,1,0,1,22063
2023-01-31,WA,Kittitas,312,94,406,29546
2021-06-30,CA,Alameda,3,0,3,236
2019-01-31,CA,Santa Cruz,1,0,1,42
2017-06-30,WA,Skamania,9,7,16,8566
2018-02-28,WA,Pacific,0,0,0,7561
2020-12-31,WA,Yakima,0,0,0,60982
2022-10-31,WA,Grant,210,108,318,66743
2022-11-30,WA,Clark,39,0,39,82070
2022-08-31,WA,Wahkiakum,24,12,36,3080
2018-01-31,CA,Alameda,0,1,1,358
2020-12-31,WA,Pierce,2825,1771,4596,555647
2022-11-30,WA,Kittitas,297,93,390,29569
2020-01-31,WA,Asotin,17,11,28,12723
2018-08-31,WA,Asotin,0,0,0,6649
2020-01-31,WA,Garfield,0,0,0,969
2018-04-30,WA,San Juan,0,0,0,5698
2017-11-30,WA,Benton,165,160,325,129883
2021-11-30,WA,Lincoln,7,16,23,7693
2022-04-30,CA,San Mateo,2,0,2,78
2022-12-31,WA,Skagit,11,0,11,32151
2022-12-31,WA,Wahkiakum,1,0,1,1790
2017-09-30,WA,Whatcom,496,190,686,143859
2018-04-30,WA,Kittitas,40,32,72,28774
2019-04-30,WA,Thurston,0,0,0,55024
2018-10-31,WA,Garfield,0,0,0,960
2017-10-31,WA,San Juan,127,40,167,13759
2020-02-29,WA,King,23446,7675,31121,1400298
2019-05-31,WA,Grays Harbor,0,0,0,20457
2017-04-30,WA,Yakima,38,54,92,159283
2022-10-31,WA,Asotin,26,19,45,12566
2019-08-31,CA,San Mateo,2,1,3,115
2018-03-31,WA,Kitsap,1,0,1,52964
2020-10-31,WA,Pacific,0,0,0,7752
2019-02-28,CA,Ventura,0,2,2,312
2021-11-30,WA,Asotin,21,17,38,12753
2017-12-31,WA,Cowlitz,54,67,121,70747
2017-11-30,WA,Lincoln,2,5,7,7552
2020-01-31,WA,Island,392,257,649,63598
2017-03-31,WA,Franklin,0,0,0,17960
2020-01-31,WA,Pacific,30,31,61,16096
2022-09-30,WA,Thurston,21,0,21,55058
2023-05-31,WA,Grays Harbor,6,0,6,20817
2017-12-31,WA,Kitsap,693,377,1070,175868
2020-11-30,WA,Clallam,1,0,1,21782
2020-04-30,WA,Pacific,0,0,0,7665
2021-06-30,WA,Adams,0,0,0,5386
2022-12-31,WA,Okanogan,97,52,149,26171
2022-03-31,CA,Sonoma,0,1,1,74
2017-02-28,WA,Walla Walla,0,0,0,13161
2022-01-31,WA,Yakima,0,0,0,61615
2022-06-30,WA,Asotin,23,19,42,12740
2019-04-30,WA,Adams,5,6,11,12657
2020-07-31,CA,Santa Cruz,1,0,1,31
2020-07-31,WA,Spokane,753,491,1244,316437
2022-10-31,WA,Clallam,456,256,712,49453
2017-06-30,WA,Wahkiakum,0,0,0,1644
2021-09-30,WA,Island,0,0,0,21574
2017-08-31,WA,Stevens,0,0,0,18218
2018-05-31,WA,Garfield,1,1,2,1326
2020-11-30,WA,Whitman,0,0,0,8487
2019-10-31,WA,Adams,0,0,0,5154
2021-01-31,CA,Monterey,0,1,1,150
2022-05-31,WA,Skamania,0,0,0,3971
2017-01-31,WA,Snohomish,1,0,1,122825
2017-09-30,WA,Thurston,435,363,798,188247
2018-09-30,WA,Pend Oreille,5,5,10,9589
2019-03-31,CA,Santa Clara,8,1,9,361
2020-01-31,CA,San Mateo,1,1,2,116
